Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_M10140,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90,M4 Super 90
STR_M10141,"The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","Die Benelli M4 Super 90 ist eine italienische halbautomatische Schrotflinte, die von Benelli Armi SPA hergestellt wird. Am 4. Mai 1998 erteilte das Rüstungsforschungs-, Entwicklungs- und Konstruktionszentrum (ARDEC) der US-Armee in Picatinny Arsenal, New Jersey, eine Aufforderung zur Einreichung von Vorschlägen für eine neue halbautomatische 12-Gauge-Kampfflinte für das US-Militär. Auf Anfrage hat Benelli Armi SpA aus Urbino, Italien, die Benelli M4 Super 90 Combat Shotgun entworfen und gebaut. ","Benelli M4 Super 90 - итальянское полуавтоматическое ружье, производимое Benelli Armi SpA. 4 мая 1998 года Центр исследований, разработок и инженерии вооружений армии США (ARDEC) в Пикатинни Арсенал, штат Нью-Джерси, направил запрос на новое полуавтоматическое боевое ружье 12-го калибра для армии США. В ответ на запрос компания Benelli Armi SpA из Урбино, Италия, разработала и построила боевой дробовик Benelli M4 Super 90.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","La Benelli M4 Super 90 es una escopeta semiautomática italiana fabricada por Benelli Armi SpA.El 4 de mayo de 1998, el Centro de Investigación, Desarrollo e Ingeniería de Armamentos del Ejército de los Estados Unidos (ARDEC) en el Arsenal Picatinny, Nueva Jersey, emitió una convocatoria solicitando propuestas para una nueva escopeta de combate semiautomática de calibre 12 para el ejército estadounidense. En respuesta a la solicitud, Benelli Armi SpA de Urbino, Italia, diseñó y construyó la escopeta de combate Benelli M4 Super 90.","Le Benelli M4 Super 90 est un fusil de combat rapproché semi-automatique italien fabriqué par la société Benelli Armi SpA.Importé aux États-Unis par la filiale américaine de Heckler & Koch, le M4 Super 90 a été retenu par le service de recherche de l'armée américaine pour le projet XM1014 au début de l'année 1999 et 20 000 exemplaires furent fournis à l'US Marine Corps. Il arme également les forces spéciales de nombreux pays.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun.","The Benelli M4 Super 90 is an Italian semi-automatic shotgun manufactured by Benelli Armi SpA.On May 4, 1998, the United States Army's Armaments Research, Development and Engineering Center (ARDEC) at Picatinny Arsenal, New Jersey issued Solicitation, requesting submissions for a new 12 gauge, semi-automatic combat shotgun for the U.S. military. In response to the request, Benelli Armi SpA of Urbino, Italy designed and built the Benelli M4 Super 90 Combat Shotgun."
STR_M14_Tactical0,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical,M14 Tactical
STR_M14_Tactical1,"The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","Das M14-Gewehr war das erste Sturmgewehr der US-Armee, das es 1957 als Ersatz für den M1 Garand und den M1-Karabiner übernahm. Die Massenproduktion begann 1958 und zwischen 1959 und 1964 wurden mehr als eine Million dreihunderttausend M14 an die amerikanischen Streitkräfte verteilt. ","Винтовка M14 была первой штурмовой винтовкой армии США, которая приняла ее на вооружение в 1957 году для замены M1 Garand и карабина M1. Его серийное производство началось в 1958 году, и в период с 1959 по 1964 год американским войскам было передано более одного миллиона трехсот тысяч M14.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","El fusil M14 fue el primer fusil de asalto del ejército estadounidense, que lo adoptó en 1957 para sustituir al M1 Garand y a la carabina M1. Su producción en masa comenzó en 1958 y más de un millón trescientos mil M14 fueron distribuidos a las fuerzas estadounidenses entre 1959 y 1964.","Le fusil M14 fut le premier fusil d'assaut de l'US Army, qui l'adopta en 1957 en remplacement du M1 Garand et de la carabine M1. Sa production en masse démarra en 1958 et plus d'un million trois cent mille M14 furent distribués aux forces américaines entre 1959 et 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964.","The M14 rifle was the first assault rifle of the US Army, which adopted it in 1957 to replace the M1 Garand and the M1 carbine. Its mass production started in 1958 and more than one million three hundred thousand M14s were distributed to the American forces between 1959 and 1964."
STR_M14EBR0,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR,M14 EBR
STR_M14EBR1,"The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","Das M14 Enhanced Battle Rifle (EBR) ist ein amerikanisches Schützengewehr mit selektivem Feuer, das für die 7,62 × 51 mm NATO-Patrone vorgesehen ist. Es ist eine Variante des M14-Sturmgewehrs und wurde ursprünglich für die Verwendung für Einheiten des United States Special Operations Command wie den United States Navy SEALs, Delta Force und aufgabenspezifischen ODA-Teams / Einheiten gebaut.","M14 Enhanced Battle Rifle (EBR) - это американская снайперская винтовка для селективного огня под патрон 7,62 × 51 мм НАТО. Это вариант боевой винтовки M14, изначально предназначенный для использования с подразделениями Командования специальных операций США, такими как ВМС США SEAL, Delta Force и специальные группы / подразделения ODA.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","El M14 Enhanced Battle Rifle (EBR) es un rifle militar de fuego selectivo estadounidense con recámara para el cartucho 7,62×51 mm de la OTAN. Es una variante del fusil de combate M14 y se construyó originalmente para su uso en unidades del Mando de Operaciones Especiales de los Estados Unidos, como los SEAL de la Armada de los Estados Unidos, la Fuerza Delta y los equipos/unidades ODA de tareas específicas.","Le fusil de combat amélioré M14 (EBR) est un fusil de tireur d'élite militaire (DMR) américain à tir sélectif, chambré pour la cartouche OTAN 7,62 × 51 mm. Il s'agit d'une variante du fusil de combat M14 et a été conçu à l'origine pour être utilisé avec des unités du Special Operations Command des États-Unis, telles que les United States Navy SEALs, la Delta Force et des équipes / unités ODA spécifiques à une tâche.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units.","The M14 Enhanced Battle Rifle (EBR) is an American selective fire military designated marksman rifle chambered for the 7.62×51mm NATO cartridge. It is a variant of the M14 battle rifle and was originally built for use with units of United States Special Operations Command, such as the United States Navy SEALs, Delta Force, and task specific ODA teams/units."
STR_M16A10,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1,M16A1
STR_M16A11,"The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","Винтовка M16, официально обозначенная как Rifle, Caliber 5.56 mm, M16, представляет собой семейство военных винтовок, адаптированных на основе винтовки ArmaLite AR-15 для вооруженных сил США. Оригинальная винтовка M16 представляла собой автоматическую винтовку калибра 5,56 мм с магазином на 20 патронов. В 1964 году M16 поступила на военную службу США, а в следующем году была использована для ведения боевых действий в джунглях во время войны во Вьетнаме. В 1969 году M16A1 заменила винтовку M14 и стала стандартной служебной винтовкой в армии США. Усовершенствования M16A1 включают в себя затвор, хромированный канал ствола и магазин на 30 патронов.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","Le fusil M16, officiellement désigné Fusil Calibre 5.56 mm M16, est une famille de fusils militaires adaptés du fusil ArmaLite AR-15 pour l'armée américaine. Le fusil M16 d'origine était un fusil automatique de 5,56 mm avec un chargeur de 20 coups. En 1964, le M16 est entré dans le service militaire américain et l'année suivante a été déployé pour des opérations de guerre dans la jungle pendant la guerre du Vietnam. En 1969, le M16A1 a remplacé le fusil M14 pour devenir le fusil de service standard de l'armée américaine. Les améliorations M16A1 comprennent un alésage différent et un chargeur de 30 coups.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine."
STR_M16M_Raw0,Raw M16-M,Raw M16-M,Raw M16-M,M16-M Raw,Потрёпаный M16-M,Raw M16-M,Raw M16-M,Raw M16-M,Raw M16-M,M16-M Rafistolé,Raw M16-M,Raw M16-M,Raw M16-M,Raw M16-M
STR_M16M_Raw1,"The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","Das M16-Gewehr, offiziell als Rifle, Kaliber 5,56 mm, M16 bezeichnet, ist eine Familie von Militärgewehren, die aus dem ArmaLite AR-15-Gewehr für das US-Militär adaptiert wurden. Das ursprüngliche M16-Gewehr war ein 5,56-mm-Automatikgewehr mit einem 20-Schuss-Magazin. 1964 trat das M16 in den US-Militärdienst ein und wurde im folgenden Jahr während des Vietnamkrieges für Dschungelkriegseinsätze eingesetzt. 1969 ersetzte die M16A1 das M14-Gewehr und wurde zum Standard-Dienstgewehr des US-Militärs. Zu den Verbesserungen des M16A1 gehören ein Bolzenassistent, eine verchromte Bohrung und ein 30-Schuss-Magazin. Dieser scheint mit mehreren Teilen angepasst zu sein. ","Винтовка M16, официально обозначенная как Rifle, Caliber 5.56 mm, M16, представляет собой семейство военных винтовок, адаптированных на основе винтовки ArmaLite AR-15 для вооруженных сил США. Оригинальная винтовка M16 представляла собой автоматическую винтовку калибра 5,56 мм с магазином на 20 патронов. В 1964 году M16 поступила на военную службу США, а в следующем году была использована для ведения боевых действий в джунглях во время войны во Вьетнаме. В 1969 году M16A1 заменила винтовку M14 и стала стандартной служебной винтовкой в армии США. Усовершенствования M16A1 включают в себя затвор, хромированный канал ствола и магазин на 30 патронов. На этом кажется есть ряд нестандартных запчастей","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","Le fusil M16, officiellement désigné Fusil Calibre 5.56 mm M16, est une famille de fusils militaires adaptés du fusil ArmaLite AR-15 pour l'armée américaine. Le fusil M16 d'origine était un fusil automatique de 5,56 mm avec un chargeur de 20 coups. En 1964, le M16 est entré dans le service militaire américain et l'année suivante a été déployé pour des opérations de guerre dans la jungle pendant la guerre du Vietnam. En 1969, le M16A1 a remplacé le fusil M14 pour devenir le fusil de service standard de l'armée américaine. Les améliorations M16A1 comprennent un alésage différent et un chargeur de 30 coups. Celui-ci semble rafistolé avec des pièces de bric et de broc.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts.","The M16 rifle, officially designated Rifle, Caliber 5.56 mm, M16, is a family of military rifles adapted from the ArmaLite AR-15 rifle for the United States military. The original M16 rifle was a 5.56mm automatic rifle with a 20-round magazine.In 1964, the M16 entered US military service and the following year was deployed for jungle warfare operations during the Vietnam War. In 1969, the M16A1 replaced the M14 rifle to become the US military's standard service rifle. The M16A1 improvements include a bolt-assist, chrome-plated bore and a 30-round magazine. This one seems customised with several parts."
STR_M16M0,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M,M16-M
