Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_HRS_Hammer_Head0,Handmade Hammer Head,Handmade Hammer Head,Handmade Hammer Head,handgemachter Hammerkopf,Голова каменного молотка,Handmade Hammer Head,Handmade Hammer Head,Handmade Hammer Head,Cabeza de martillo hecha a mano,Tête de marteau,Handmade Hammer Head,Handmade Hammer Head,Cabeça de martelo improvisado,Handmade Hammer Head
STR_HRS_Hammer_Head1,An hammer head made with a stone,An hammer head made with a stone,An hammer head made with a stone,An hammer head made with a stone,Камень приспособленый под крепление на рукоять,An hammer head made with a stone,An hammer head made with a stone,An hammer head made with a stone,An hammer head made with a stone,Une tête de marteau fabriquée à partir d'une pierre,An hammer head made with a stone,An hammer head made with a stone,Uma cabeça de martelo feita com uma grande pedra.,An hammer head made with a stone
STR_HRS_Hammer0,Handmade Hammer,Handmade Hammer,Handmade Hammer,handgemachter Hammer,Каменный молоток,Handmade Hammer,Handmade Hammer,Handmade Hammer,Martillo hecho a mano.,Marteau improvisé,Handmade Hammer,Handmade Hammer,Martelo improvisado,Handmade Hammer
STR_HRS_Hammer1,"The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","Die frühesten bekannten Steinhämmer tauchten vor 30.000 Jahren auf... die Menschheit musste bis 3400 BC warten, bis im Alten Ägypten die ersten Bronzenägel existierten. Trotz der geringen Haltbarkeit ist dieser Hammer sehr praktisch, wenn man schnell etwas herstellen möchte.",Самый ранний из известных каменных орудий - молоток с рукоятью - датируется 30 000 лет назад,"The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","El primer martillo de piedra conocido con mango parece datar de hace 30.000 años... la humanidad tendrá que esperar 3400 AC, en el Antiguo Egipto para ver los primeros clavos de bronce. Este, a pesar de la falta de durabilidad, será muy útil si necesitas construir algo rápidamente.",Le plus ancien marteau en pierre connu avec un manche semble dater d’il ya 30.000 ans ... alors l’humanité devra attendre 3400 avant JC dans l’Egypte ancienne pour voir les premiers clous en bronze. Celui-ci en dépit du manque de durabilité sera très utile si vous avez besoin de construire quelque chose rapidement.,"The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly.","O primeiro martelo de pedra conhecido com cabo parece datar de 30.000 anos atrás ... então a humanidade terá que esperar 3400 aC no Egito Antigo para ver os primeiros pregos de bronze. Este, apesar da falta de durabilidade, será bastante útil se você precisa construir algo rapidamente.","The earliest know stone tool hammer with a handled appears to date from 30,000 years ago ...then humanity will have to wait 3400 BC in Ancient Egypt to see the earliest bronze nails.This one despite of the lack of durability will be quite usefull if u need to build something quickly."
STR_HRS_Handsaw_Blade0,Handmade Handsaw Blade,Handmade Handsaw Blade,Handmade Handsaw Blade,handgemachtes Sägeblatt,Полотно для самодельной пилы,Handmade Handsaw Blade,Handmade Handsaw Blade,Handmade Handsaw Blade,Hoja de sierra hecha a mano,Lame de scie,Handmade Handsaw Blade,Handmade Handsaw Blade,Lâmina de serra improvisada,Handmade Handsaw Blade
STR_HRS_Handsaw_Blade1,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,Полотно собранное из колючей проволоки,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,Une lame de scie fabriquée avec du fil barbelé,An handsaw blade made with a barbed wire,An handsaw blade made with a barbed wire,Uma lâmina improvisada feita com arame farpado.,An handsaw blade made with a barbed wire
STR_HRS_Handsaw_Handle0,Handmade Handsaw Handle,Handmade Handsaw Handle,Handmade Handsaw Handle,handgemachter Sägegriff,Рама для самодельной пилы,Handmade Handsaw Handle,Handmade Handsaw Handle,Handmade Handsaw Handle,Mango de sierra hecho a mano,Cadre de scie,Handmade Handsaw Handle,Handmade Handsaw Handle,Cabo de serra improvisada,Handmade Handsaw Handle
STR_HRS_Handsaw_Handle1,An handsaw handle made with wood parts,An handsaw handle made with wood parts,An handsaw handle made with wood parts,An handsaw handle made with wood parts,Вариант популярного крепления любого полотна пилы с помощью нескольких палочек и верёвки,An handsaw handle made with wood parts,An handsaw handle made with wood parts,An handsaw handle made with wood parts,An handsaw handle made with wood parts,Une poignée de scie fabriquée avec des morceaux de bois,An handsaw handle made with wood parts,An handsaw handle made with wood parts,Cabo serrote feito com partes de madeira.,An handsaw handle made with wood parts
STR_HRS_Handsaw0,Handmade Handsaw,Handmade Handsaw,Handmade Handsaw,handgemachte Säge,Самодельная пила,Handmade Handsaw,Handmade Handsaw,Handmade Handsaw,Sierra hecha a mano,Scie improvisée,Handmade Handsaw,Handmade Handsaw,Serrote improvisado,Handmade Handsaw
STR_HRS_Handsaw1,"Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Nimm einige Seile, Stöcker und Stacheldraht und lasse deiner Fantasie freien Lauf. Es ist faszinierend, wie Menschen Lösungen finden, wenn sie etwas brauchen. Trotz der geringen Haltbarkeit ist diese improvisierte Säge sehr praktisch, wenn man Möbel herstellen möchte.","Возьмите веревку, палки и острую колючую проволоку и дайте волю своему воображению. Удивительно, как человек находит решения, когда ему это нужно. Эта самодельная пила, будет весьма полезна в процессе строительства .","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Es siempre fascinante como el ser humano encuentra soluciones cuando las necesita. Esta sierra improvisada, a pesar de la falta de durabilidad, será bastante útil en el proceso de construccion de tu asentamiento.","Prenez de la corde, des branches et du barbelé, puis laissez votre imagination faire le reste. C’est étonnant comment l’homme trouve des solution lorsqu’il en a besoin. Cette scie improvisée est bien entendu moins résistante que ses pairs mais pas moins inutile.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture.","Pegue algumas cordas, paus e um arame farpado de navalha e deixe sua imaginação trabalhar. É sempre fascinante como o ser humano consegue soluções quando precisa de tudo. Está serra improvisada apesar da falta de durabilidade será bastante útil no processo de construção.","Take some ropes,sticks and a razor barbed wire and let your imagination work.It's always facinating how human being get solutions when he's in need of everything.This improvided saw despite of the lack of durability will be quite usefull in the buidind process of furmiture."
STR_HRS_Hatchet_Blade0,Handmade Hatchet Blade,Handmade Hatchet Blade,Handmade Hatchet Blade,handgemachte Beilklinge,Лезвие каменного топорика,Handmade Hatchet Blade,Handmade Hatchet Blade,Handmade Hatchet Blade,Hoja de hachuela hecha a mano,Lame de hachette,Handmade Hatchet Blade,Handmade Hatchet Blade,Lâmina de machado improvisado,Handmade Hatchet Blade
STR_HRS_Hatchet_Blade1,An hatchet blade made with a stone,An hatchet blade made with a stone,An hatchet blade made with a stone,An hatchet blade made with a stone,Заточенный камень для крепления на рукоять,An hatchet blade made with a stone,An hatchet blade made with a stone,An hatchet blade made with a stone,An hatchet blade made with a stone,Une lame de hachette fabriquée à partir d'une pierre,An hatchet blade made with a stone,An hatchet blade made with a stone,Uma lâmina de machado feito com uma pedra amolada.,An hatchet blade made with a stone
STR_HRS_Hatchet_Handle0,Handmade Hatchet Handle,Handmade Hatchet Handle,Handmade Hatchet Handle,handgemachter Beilgriff,Рукоять каменного топорика,Handmade Hatchet Handle,Handmade Hatchet Handle,Handmade Hatchet Handle,Mango de hachuela hecha a mano,Manche de hachette,Handmade Hatchet Handle,Handmade Hatchet Handle,Cabo de machado feito à mão,Handmade Hatchet Handle
STR_HRS_Hatchet_Handle1,An hatchet handle made with wood parts,An hatchet handle made with wood parts,An hatchet handle made with wood parts,An hatchet handle made with wood parts,Самодельная деревянная рукоять,An hatchet handle made with wood parts,An hatchet handle made with wood parts,An hatchet handle made with wood parts,An hatchet handle made with wood parts,Un manche de hachette fabriqué avec des morceaux de bois,An hatchet handle made with wood parts,An hatchet handle made with wood parts,Uma cabo de machado feito com partes de madeira.,An hatchet handle made with wood parts
STR_HRS_Hatchet0,Handmade Hatchet,Handmade Hatchet,Handmade Hatchet,handgemachtes Beil,Каменный топорик,Handmade Hatchet,Handmade Hatchet,Handmade Hatchet,Hachuela hecha a mano,Hachette improvisée,Handmade Hatchet,Handmade Hatchet,Machadinha improvisada,Handmade Hatchet
STR_HRS_Hatchet1,"The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","Die frühsten bekannten Steinbeile wurden in nordwest Australien gefunden und sind schätzungsweise 44.000 bis 49.000 Jahre alt. Trotz der geringen Haltbarkeit ist dieses Beil sehr praktisch, wenn man schnell etwas herstellen möchte.","Самый ранний известный каменный топор с ручкой был найден на северо-западе Австралии и, по всей видимости, датируется периодом от 44000 до 49000 лет назад.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.",La primera hacha de piedra con mango que se conoce ha sido encontrada en el noroeste de Australia y parece datar de hace 44.000 a 49.000 años. Este a pesar de la falta de durabilidad será bastante útil si necesitas cortar algo rápidamente,"La hachette primitive avec pierre et manche la plus ancienne àa été trouvée dans le nord-ouest de l’Australie, et date d’environ 44 à 49 000 ans. Cette hachette improvisée est bien entendu moins résistante que ses pairs mais pas moins inutile.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly.","O machado de pedra mais antigo conhecido com cabo foi encontrado no noroeste da Austrália e parece datar de 44.000 a 49.000 anos atrás. Este, apesar da falta de durabilidade, será bastante útil se você precisar cortar algo rapidamente.","The earliest known stone hatchet with a handled has been found in north-western Australia and appears to date from 44,000 to 49,000 years ago.This one despite of the lack of durability will be quite usefull if u need to cut something quickly."
STR_HRS_HikingPot0,Hiking Pot,Hiking Pot,Hiking Pot,Campingtopf,Походная кастрюлька,Hiking Pot,Hiking Pot,Hiking Pot,Olla de acampada,Marmite de randonnée,Hiking Pot,Hiking Pot,Panela pequena,Hiking Pot
STR_HRS_HikingPot1,A smallest pot than classic cooking pot.,A smallest pot than classic cooking pot.,A smallest pot than classic cooking pot.,Ein kleinerer Topf als klassische Töpfe.,Маленькая кастрюля на одного человека,A smallest pot than classic cooking pot.,A smallest pot than classic cooking pot.,A smallest pot than classic cooking pot.,Una pequeña olla para acampar.,Une marmite plus compacte que la classique marmite de cuisson.,A smallest pot than classic cooking pot.,A smallest pot than classic cooking pot.,Uma panela menor do que a panela clássica.,A smallest pot than classic cooking pot.
STR_HRS_K7_8Bit0,8Bit Tape,8Bit Tape,8Bit Tape,8Bit Kassette,8Bit Tape,8Bit Tape,8Bit Tape,8Bit Tape,Cinta 8Bit,K7 8Bit,8Bit Tape,8Bit Tape,Fita cassete 8Bit,8Bit Tape
STR_HRS_K7_8Bit1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_Electro0,Electro Tape,Electro Tape,Electro Tape,Electro Kasette,Electro Tape,Electro Tape,Electro Tape,Electro Tape,Cinta Electro,K7 Electro,Electro Tape,Electro Tape,Fita cassete electro,Electro Tape
STR_HRS_K7_Electro1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_ElectroInstrumental0,Electro Instrumental Tape,Electro Instrumental Tape,Electro Instrumental Tape,Electro Instrumental Kasette,Electro Instrumental Tape,Electro Instrumental Tape,Electro Instrumental Tape,Electro Instrumental Tape,Cinta Electro Instrumental,K7 Electro Instrumental,Electro Instrumental Tape,Electro Instrumental Tape,Fita cassete instrumental electro,Electro Instrumental Tape
STR_HRS_K7_ElectroInstrumental1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_Folk0,Folk Tape,Folk Tape,Folk Tape,Folk Kasette,Folk Tape,Folk Tape,Folk Tape,Folk Tape,Cinta Folk,K7 Folk,Folk Tape,Folk Tape,Fita cassete folk,Folk Tape
STR_HRS_K7_Folk1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_Jazz0,Jazz Tape,Jazz Tape,Jazz Tape,Jazz Kasette,Jazz Tape,Jazz Tape,Jazz Tape,Jazz Tape,Cinta Jazz,K7 Jazz,Jazz Tape,Jazz Tape,Fita cassete jazz,Jazz Tape
STR_HRS_K7_Jazz1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_Pop0,Pop Tape,Pop Tape,Pop Tape,Pop Kasette,Pop Tape,Pop Tape,Pop Tape,Pop Tape,Cinta Pop,K7 Pop,Pop Tape,Pop Tape,Fita cassete pop,Pop Tape
STR_HRS_K7_Pop1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_PopRock0,Pop-Rock Tape,Pop-Rock Tape,Pop-Rock Tape,Pop-Rock Kasette,Pop-Rock Tape,Pop-Rock Tape,Pop-Rock Tape,Pop-Rock Tape,Cinta Pop-Rock,K7 Pop-Rock,Pop-Rock Tape,Pop-Rock Tape,Fita cassete pop-rock,Pop-Rock Tape
STR_HRS_K7_PopRock1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_K7_Rock0,Rock Tape,Rock Tape,Rock Tape,Rock Kasette,Rock Tape,Rock Tape,Rock Tape,Rock Tape,Cinta Rock,K7 Rock,Rock Tape,Rock Tape,Fita cassete rock,Rock Tape
STR_HRS_K7_Rock1,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Diese Kasette enthält nur lizenzfreie Musik von auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Esta cinta contiene música libre de derechos de autor de auboutdufil.com.,Cette cassette contient des sons libres de droits provenant du site AuBoutDuFil.com.,This tape content royalty free sounds from auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.,Este conteúdo da fita é totalmente gratuito do site auboutdufil.com.,This tape content royalty free sounds from auboutdufil.com.
STR_HRS_Knife_Blade0,Handmade Knife Blade,Handmade Knife Blade,Handmade Knife Blade,handgemachte Messerklinge,Лезвие каменного ножа,Handmade Knife Blade,Handmade Knife Blade,Handmade Knife Blade,Hoja de Cuchillo hecha Mano,Lame de couteau,Handmade Knife Blade,Handmade Knife Blade,Lâmina de faca improvisada,Handmade Knife Blade
STR_HRS_Knife_Blade1,An knife blade made with a stone,An knife blade made with a stone,An knife blade made with a stone,An knife blade made with a stone,Каменный нож подготовленный для крепления на рукояти,An knife blade made with a stone,An knife blade made with a stone,An knife blade made with a stone,An knife blade made with a stone,Une lame de couteau fabriquée à partir d'une pierre,An knife blade made with a stone,An knife blade made with a stone,Uma lâmina de faca feita com uma pedra.,An knife blade made with a stone
STR_HRS_Knife_Handle0,Handmade Knife Handle,Handmade Knife Handle,Handmade Knife Handle,handgemachter Messergriff,Рукоять каменного ножа,Handmade Knife Handle,Handmade Knife Handle,Handmade Knife Handle,Mango de cuchillo hecho a mano,Manche de couteau,Handmade Knife Handle,Handmade Knife Handle,Cabo de faca improvisada,Handmade Knife Handle
STR_HRS_Knife_Handle1,A knife handle made with wood parts,A knife handle made with wood parts,A knife handle made with wood parts,A knife handle made with wood parts,Самодельная деревянная рукоять,A knife handle made with wood parts,A knife handle made with wood parts,A knife handle made with wood parts,A knife handle made with wood parts,Un manche de couteau fabriqué avec des morceaux de bois,A knife handle made with wood parts,A knife handle made with wood parts,Um cabo de faca feito com partes de madeira.,A knife handle made with wood parts
STR_HRS_Knife0,Handmade Stone Knife,Handmade Stone Knife,Handmade Stone Knife,handgemachtes Messer,Улучшенный каменный нож,Handmade Stone Knife,Handmade Stone Knife,Handmade Stone Knife,Cuchillo hecho a mano,Couteau improvisé,Handmade Stone Knife,Handmade Stone Knife,Faca de pedra improvisada,Handmade Stone Knife
STR_HRS_Knife1,"The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","Die Geschichte von Messern begann in einem sehr frühen Stadium der Entwicklung der menschlichen Zivilisation. Archäoglogen haben scharfkantige Werkzeuge entdeckt, die 2.6 Millionen Jahre alt sind. Diese waren sehr primitiv, aber ermöglichsten unseren Vorfahren zu jagen, zu fischen, sich gegen Tiere zu verteidigen, zu ernten und Nahrung zu verarbeiten. Trotz der geringen Haltbarkeit ist dieses Messer sehr praktisch.","Таким образом, история ножей началась на очень раннем этапе развития нашей человеческой цивилизации. Археологи обнаружили инструменты с острыми краями, возраст которых составляет 2,6 миллиона лет. Эти инструменты были довольно примитивными, но позволяли нашим предшественникам-гоминидам охотиться, ловить рыбу, защищаться от животных, собирать урожай и обрабатывать пищу.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","La historia de los cuchillos comenzó en una etapa muy temprana del desarrollo de nuestra civilización humana. Los arqueólogos han descubierto herramientas de filo tan antiguas de hasta 2,6 millones de años. Estas herramientas eran bastante primitivas, pero permitían a nuestros predecesores homínidos cazar, pescar, defenderse de los animales, cosechar y procesar los alimentos. Este, a pesar de la falta de durabilidad, será bastante útil.","L’histoire des couteaux a commencé à un stade très précoce dans le développement de notre civilisation humaine. Les archéologues ont découvert des outils tranchants aussi anciens que 2,6 millions d’années. Il s’agissait généralement de flocons de silex, de quartz ou d’obsidienne. Ces outils étaient assez primitifs, mais ont permis à nos prédécesseurs hominidés de chasser, de pêcher, de se défendre contre les animaux, de récolter et de transformer la nourriture. Ce couteau improvisé est bien entendu moins résistant que ses pairs mais pas moins inutile.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull.","A história das facas, portanto, começou em um estágio muito inicial no desenvolvimento de nossa civilização humana. Os arqueólogos descobriram ferramentas de gume afiado tão antigas quanto 2,6 milhões de anos. Essas ferramentas eram bastante primitivas, mas permitiam aos nossos predecessores hominídeos caçar, pescar, defender-se dos animais, colher e processar alimentos. Este, apesar da falta de durabilidade, será bastante útil.","The history of knives thus began at a very early stage in the development of our human civilization.Archaeologists have discovered sharp-edged tools as ancient as 2.6 million years old. These tools were quite primitive but allowed our hominid predecessors to hunt, fish, defend themselves against animals, harvest and process food. This one despite of the lack of durability will be quite usefull."
STR_HRS_MarcasiteStone0,Marcasite Stone,Marcasite Stone,Marcasite Stone,Marcasite Stone,Пирит,Marcasite Stone,Marcasite Stone,Marcasite Stone,Marcasite Stone,Pierre Marcassite,Marcasite Stone,Marcasite Stone,Pedra de marcasita,Marcasite Stone
